"DATA_TYPE_SEQ","DATA_CENTER_CODE","DATA_RETRIEVAL_SEQ","ANALYSIS_SEQ","PRESERVATION_SEQ","SAMPLE_HANDLING_SEQ","STORAGE_SEQ","UNIT_SEQ","DESCRIPTION","CONVERSION_EQUATION","ORIGINALLY_ENTERED_BY","METHOD","PRIORITY","P_CODE","BODC_CODE"
90000600,20,90000249,90000093,90000054,90000022,90000019,90000027,"S-particulateC6P2S2A5","/1000","BCPIERRE","S-particulate2",1,"",""
90001135,20,90000479,90000070,90000001,90000011,90000001,90000077,"Sulfur Hexafluoride trace gas in seawater","","BUGDENJ","SF6",1,"",""
90000310,20,90000191,90000050,90000001,90000011,90000001,90000041,"C prod measurements made by C14; full day (24hr) simulated in-situ incubation experiments","","MARY","SISProd_24hr_GFF",1,"",""
90000667,20,90000208,90000108,90000001,90000011,90000001,90000007,"C prod measurements made by C14; full day (24hr) simulated in-situ incubation experiments","","MARY","SISProd_24hr_GFF/Day",1,"PPRD",""
90000271,30,90000159,90000050,90000001,90000011,90000001,90000041,"C prod measurements made by C14; partial day (<6hr) simulated in-situ incubation experiments","","DEVINEL","SISProd_6hr_GFF",1,"PPR_",""
90000308,20,90000189,90000063,90000001,90000011,90000001,90000041,"C prod measurements made by C13; partial day (6hr) simulated in-situ incubation experiments","","MARY","SISProd_C13_6hr_1",1,"",""
90000361,20,90000208,90000050,90000001,90000011,90000001,90000007,"C prod measurements made by C14; simulated in-situ incubation experiments","","MARY","SISProd_C14_day_1",1,"",""
90000030,90,90000022,90000002,90000002,90000002,90000002,90000008,"Suspended Particulate Matter / BIO Atlantic Environmental Radiation Unit Laboratory Technique","","BCMESD","SPM_AERU",2,"",""
90000268,30,90000022,90000060,90000001,90000011,90000013,90000008,"Suspended particulate matter/APHA","","BCPIERRE","SPM_APHA",1,"TSM_",""
90000195,30,90000022,90000033,90000001,90000011,90000013,90000008,"Suspended Particulate Matter / Strictland and Parsons / Source Unknown","","BCPIERRE","SPM_StrictPar",1,"TSM_",""
90000029,90,90000022,90000002,90000002,90000002,90000002,90000008,"Suspended Particulate Matter / BIO Trace Metal Laboratory Technique","","BCMESD","SPM_TM",1,"SPM$",""
90000028,90,90000022,90000002,90000002,90000002,90000002,90000008,"Suspended Particulate Matter / Source Unknown","","BCMESD","SPM_Uknown",3,"",""
90000362,20,90000022,90000084,90000050,90000015,90000016,90000008,"SPM filtered and analysed according to Winneberger_1 method","","MARY","SPM_Winneberger_1",5,"",""
90000681,20,90000303,90000110,90000003,90000002,90000016,90000000,"Sample size - number of females in the incubation","","MARY","SS_NumFemales",0,"",""
90000101,90,90000002,90000000,90000001,90000001,90000001,90000000,"Salinity / Method unknown","","BCMESD","Salinity",3,"USAL",""
90001119,30,90000002,90000000,90000001,90000001,90000001,90000027,"Salinity / Method unknown","","LAFLEURC","Salinity",3,"SSAL",""
90000580,20,90000002,90000096,90000043,90000021,90000021,90000000,"SalinityC5S4A8","","BCPIERRE","Salinity",1,"",""
90000002,90,90000002,90000004,90000001,90000001,90000001,90000000,"Salinity / CTD","","BCMESD","Salinity_CTD",2,"PSAL",""
90000104,90,90000002,90000004,90000001,90000001,90000001,90000000,"Salinity / CTD / Practical Salinity Scale","","BCMESD","Salinity_CTD PSS",2,"PSAL",""
90000106,90,90000002,90000004,90000001,90000001,90000001,90000027,"Salinity / CTD / Pre-1978 definition","","BCMESD","Salinity_CTD g/kg",2,"SSAL",""
90000207,20,90000002,90000004,90000001,90000001,90000001,90000000,"Salinity / CTD from the seawater loop of Flow Through System","","MARY","Salinity_CTDloop",4,"PSAL",""
90000269,90,90000002,90000061,90000001,90000002,90000001,90000027,"Salinity/Induction Salinometer/ Pre-1978 definition","","DEVINEL","Salinity_Induc_g/kg",2,"SSAL",""
90000105,90,90000002,90000005,90000001,90000001,90000001,90000000,"Salinity / Salinometer / Practical Salinity Scale","","BCMESD","Salinity_Sal_PSS",2,"PSAL",""
90000003,90,90000002,90000005,90000001,90000001,90000001,90000000,"Salinity / Salinometer / Practical Salinity Scale / Calibrated using SSW, Oceans Scientific","","BCMESD","Salinity_Sal_PSS_Cal",1,"PSAL",""
90000107,90,90000002,90000005,90000001,90000001,90000001,90000027,"Salinity / Salinometer / Pre-1978 definition","","BCMESD","Salinity_Sal_g/kg",1,"SSAL",""
90001036,20,90000364,90000121,90000064,90000038,90000024,90000018,"Sb-SedimentC19P8S6A21","","BCPIERRE","Sb-Sediment",1,"",""
90001038,20,90000364,90000121,90000064,90000040,90000024,90000018,"Sb-SedimentC20P8S6A21","","BCPIERRE","Sb-Sediment1",1,"",""
90000581,20,90000265,90000102,90000053,90000034,90000018,90000019,"Sb-filteredC18P1S1A14","","BCPIERRE","Sb-filtered",1,"",""
90000582,20,90000251,90000093,90000054,90000026,90000019,90000018,"Sb-particulateC10P2S2A5","","BCPIERRE","Sb-particulate",1,"",""
90000583,20,90000251,90000093,90000054,90000034,90000019,90000018,"Sb-particulateC18P2S2A5","","BCPIERRE","Sb-particulate1",1,"",""
90000584,20,90000251,90000093,90000054,90000017,90000019,90000018,"Sb-particulateC1P2S2A5","","BCPIERRE","Sb-particulate2",1,"",""
90000585,20,90000251,90000093,90000054,90000019,90000019,90000018,"Sb-particulateC3P2S2A5","","BCPIERRE","Sb-particulate3",1,"",""
90000586,20,90000251,90000093,90000054,90000022,90000019,90000018,"Sb-particulateC6P2S2A5","","BCPIERRE","Sb-particulate4",1,"",""
90000587,20,90000251,90000093,90000054,90000023,90000019,90000018,"Sb-particulateC7P2S2A5","","BCPIERRE","Sb-particulate5",1,"",""
90001040,20,90000366,90000121,90000064,90000038,90000024,90000018,"Sc-SedimentC19P8S6A21","","BCPIERRE","Sc-Sediment",1,"",""
90001042,20,90000366,90000121,90000064,90000040,90000024,90000018,"Sc-SedimentC20P8S6A21","","BCPIERRE","Sc-Sediment1",1,"",""
90001044,20,90000368,90000121,90000064,90000038,90000024,90000018,"Se-SedimentC19P8S6A21","","BCPIERRE","Se-Sediment",1,"",""
90001046,20,90000368,90000121,90000064,90000040,90000024,90000018,"Se-SedimentC20P8S6A21","","BCPIERRE","Se-Sediment1",1,"",""
90000588,20,90000260,90000102,90000053,90000034,90000018,90000019,"Se-filteredC18P1S1A14","","BCPIERRE","Se-filtered",1,"",""
90000589,20,90000248,90000093,90000054,90000034,90000019,90000018,"Se-particulateC18P2S2A5","","BCPIERRE","Se-particulate",1,"",""
90000140,90,90000121,90000001,90000001,90000001,90000001,90000023,"Light / Secchi / Black and White","","MARY","Secchi_Depth_bw",1,"SECC",""
90000373,20,90000121,90000001,90000001,90000001,90000001,90000023,"Light / Secchi / Red disk","","MARY","Secchi_Depth_red",2,"",""
90000366,20,90000212,90000022,90000002,90000011,90000002,90000069,"Sediment trap rate measurement for total pigments (chlorophyll and phaeophytin)","","MARY","Sed_Chl_1",1,"",""
90000368,20,90000212,90000022,90000002,90000011,90000002,90000069,"Sediment trap rate measurement for chlorophyll","","MARY","Sed_Chl_2",1,"",""
90000372,20,90000216,90000001,90000001,90000001,90000001,90000038,"Sediment trap incubation time","","MARY","Sed_IncT",1,"",""
90000370,20,90000210,90000000,90000002,90000011,90000002,90000069,"Sediment trap rate measurement for POC","","MARY","Sed_POC_1",1,"",""
90000371,20,90000211,90000000,90000002,90000011,90000002,90000069,"Sediment trap rate measurement for PON","","MARY","Sed_PON_1",1,"",""
90000369,20,90000213,90000022,90000002,90000011,90000002,90000069,"Sediment trap rate measurement for phaeophytin","","MARY","Sed_Phaeo_2",1,"",""
90000018,90,90000012,90000000,90000000,90000000,90000000,90000020,"Silicate, Unknown methods and handling","","BCMESD","SiO4_0",1,"SLCA",""
90000378,20,90000012,90000088,90000029,90000016,90000005,90000020,"Silicate / Mullin and Riley / filtered and frozen","","MARY","SiO4_1",1,"SLCA",""
90000206,20,90000012,90000029,90000027,90000009,90000011,90000020,"Silicate / Alpchem / Frozen / Unfiltered","","MARY","SiO4_Alp_F",2,"SLCA",""
90000187,30,90000012,90000029,90000033,90000009,90000007,90000020,"Silicate / Alpchem / SuperFrozen / Filtered","","BCPIERRE","SiO4_Alp_SF",1,"SLCA",""
90000314,20,90000012,90000025,90000027,90000011,90000011,90000020,"Silicate / Technicon / Frozen","","MARY","SiO4_Tech",1,"SLCA",""
90000328,20,90000012,90000067,90000027,90000007,90000011,90000020,"Silicate / Technicon2 / Frozen","","MARY","SiO4_Tech2_F",2,"SLCA",""
90000200,20,90000012,90000036,90000027,90000007,90000005,90000020,"Silicate / Technicon / Frozen / Strain / Unfiltered","","BCPIERRE","SiO4_Tech_F",1,"SLCA",""
90001098,20,90000012,90000036,90000001,90000007,90000001,90000020,"Silicate / Technicon /Fresh /Strain / Unfiltered","","BUGDENJ","SiO4_Tech_Fsh",1,"SLCA",""
90001130,20,90000012,90000036,90000001,90000007,90000001,90000020,"Silicate Fsh data normalized to GO_Ship protocol","","BUGDENJ","SiO4_Tech_Fsh_Norm",1,"SLCA",""
90000340,20,90000012,90000072,90000002,90000002,90000002,90000020,"Silicate/Technicon/Intitute of Ocean Sciences"," ","BCPIERRE","SiO4_Tech_IOS",1,"SLCA"," "
90000183,30,90000012,90000025,90000033,90000009,90000007,90000020,"Silicate / Technicon / SuperFrozen / Filtered","","BCPIERRE","SiO4_Tech_SF",1,"SLCA",""
90001048,20,90000370,90000121,90000064,90000038,90000024,90000018,"Sn-SedimentC19P8S6A21","","BCPIERRE","Sn-Sediment",1,"",""
90001050,20,90000370,90000121,90000064,90000040,90000024,90000018,"Sn-SedimentC20P8S6A21","","BCPIERRE","Sn-Sediment1",1,"",""
90000591,20,90000270,90000102,90000053,90000034,90000018,90000019,"Sn-filteredC18P1S1A14","","BCPIERRE","Sn-filtered",1,"",""
90000592,20,90000250,90000093,90000054,90000026,90000019,90000018,"Sn-particulateC10P2S2A5","","BCPIERRE","Sn-particulate",1,"",""
90000593,20,90000250,90000093,90000054,90000034,90000019,90000018,"Sn-particulateC18P2S2A5","","BCPIERRE","Sn-particulate1",1,"",""
90000594,20,90000250,90000093,90000054,90000017,90000019,90000018,"Sn-particulateC1P2S2A5","","BCPIERRE","Sn-particulate2",1,"",""
90000595,20,90000250,90000093,90000054,90000019,90000019,90000018,"Sn-particulateC3P2S2A5","","BCPIERRE","Sn-particulate3",1,"",""
90000596,20,90000250,90000093,90000054,90000022,90000019,90000018,"Sn-particulateC6P2S2A5","","BCPIERRE","Sn-particulate4",1,"",""
90000597,20,90000250,90000093,90000054,90000023,90000019,90000018,"Sn-particulateC7P2S2A5","","BCPIERRE","Sn-particulate5",1,"",""
90000318,20,90000196,90000001,90000001,90000001,90000001,90000059,"max value for snow depth range","","MARY","SnowDepthRangeMax",2,"",""
90000317,20,90000196,90000001,90000001,90000001,90000001,90000059,"min value for snow depth range","","MARY","SnowDepthRangeMin",1,"",""
90001052,20,90000372,90000121,90000064,90000038,90000024,90000018,"Sr-SedimentC19P8S6A21","","BCPIERRE","Sr-Sediment",1,"",""
90001054,20,90000372,90000121,90000064,90000040,90000024,90000018,"Sr-SedimentC20P8S6A21","","BCPIERRE","Sr-Sediment1",1,"",""
90000607,20,90000269,90000102,90000053,90000034,90000018,90000019,"Sr-filteredC18P1S1A14","","BCPIERRE","Sr-filtered",1,"",""
90000608,20,90000243,90000093,90000054,90000026,90000019,90000018,"Sr-particulateC10P2S2A5","","BCPIERRE","Sr-particulate",1,"",""
90000609,20,90000243,90000093,90000054,90000034,90000019,90000018,"Sr-particulateC18P2S2A5","","BCPIERRE","Sr-particulate1",1,"",""
90000610,20,90000243,90000093,90000054,90000017,90000019,90000018,"Sr-particulateC1P2S2A5","","BCPIERRE","Sr-particulate2",1,"",""
90000611,20,90000243,90000093,90000054,90000019,90000019,90000018,"Sr-particulateC3P2S2A5","","BCPIERRE","Sr-particulate3",1,"",""
90000612,20,90000243,90000093,90000054,90000022,90000019,90000018,"Sr-particulateC6P2S2A5","","BCPIERRE","Sr-particulate4",1,"",""
90000613,20,90000243,90000093,90000054,90000023,90000019,90000018,"Sr-particulateC7P2S2A5","","BCPIERRE","Sr-particulate5",1,"",""
90000226,20,90000091,90000001,90000001,90000001,90000001,90000028,"for post flexion fish it is the distance from tip of the snout along the midline to a vertical li","","BCPIERRE","Standard Length",1,"",""
90000033,90,90000025,90000002,90000002,90000002,90000002,90000006,"Strontium-90 - total","","BCMESD","Strontium-90 - total",1,"SR90",""
90000056,90,90000048,90000002,90000002,90000002,90000002,90000010,"Sulfate","","BCMESD","Sulfate",1,"SUL$",""
90000658,20,90000288,90000081,90000029,90000011,90000005,90000020,"Sulphide as described in Strickland and Parsons (1968)","","MARY","Sulphide",1,"",""
90001140,20,90000003,90000015,90000001,90000001,90000001,90000005,"CTD Temperature meter using ITS-90","","BUGDENJ","TE90",1,"",""
90000086,90,90000077,90000002,90000002,90000002,90000002,90000021,"Total Inorganic Carbon (TIC)","","BCMESD","TIC",1,"DIC$",""
90001108,30,90000077,90000123,90000049,90000011,90000014,90000021,"Total dissolved inorganic carbon in seawater (PICES2007)","","DEVINEL","TICW_01",1,"TICW",""
90000324,20,90000077,90000065,90000003,90000007,90000001,90000021,"Total inorganic carbon -TIC (Not Poisoned) where the instrument calculates density and converts valu","","MARY","TIC_2_NP",1,"",""
90000322,20,90000077,90000065,90000049,90000007,90000014,90000021,"Total inorganic carbon -TIC (Poisoned) where the instrument calculates density and converts values","","MARY","TIC_2_P",1,"",""
90000347,20,90000077,90000076,90000002,90000002,90000002,90000020,"Total inorganic carbon determined using potentiometric titration method","","MARY","TIC_3",1,"",""
90000167,90,90000018,90000010,90000041,90000006,90000006,90000020,"Total Organic Carbon / Acidified before storage and IR analysis","","BIOCHEM","TOC_Acidified",1,"TOCW",""
90000168,90,90000018,90000010,90000027,90000007,90000003,90000020,"Total Organic Carbon / Frozen at -20C and acidified before IR analysis","","BIOCHEM","TOC_Frozen",2,"TOCW",""
90000024,90,90000018,90000011,90000041,90000006,90000005,90000008,"Total Organic Carbon / Unknown","","BCMESD","TOC_Unknown",3,"TOCW",""
90001137,20,90000480,90000131,90000001,90000001,90000001,90000001,"Turbidity meter - Beam Transmission - WET Labs C-Star","","BUGDENJ","TRAN",1,"",""
90001139,20,90000482,90000131,90000001,90000001,90000001,90000079,"Turbidity meter - Back Scattering - WET Labs ECO BB","","BUGDENJ","TURW",1,"",""
90001056,20,90000374,90000121,90000064,90000038,90000024,90000018,"Ta-SedimentC19P8S6A21","","BCPIERRE","Ta-Sediment",1,"",""
90001058,20,90000374,90000121,90000064,90000040,90000024,90000018,"Ta-SedimentC20P8S6A21","","BCPIERRE","Ta-Sediment1",1,"",""
90000614,20,90000268,90000102,90000053,90000034,90000018,90000019,"Te-filteredC18P1S1A14","","BCPIERRE","Te-filtered",1,"",""
90000615,20,90000234,90000093,90000054,90000034,90000019,90000018,"Te-particulateC18P2S2A5","","BCPIERRE","Te-particulate",1,"",""
90000202,20,90000003,90000001,90000002,90000001,90000002,90000054,"Temperature / Bathythermograph","C=(5/9)(F-32)","BCPIERRE","Temp_Bathy",2,"TEMP",""
90000245,20,90000003,90000001,90000001,90000001,90000001,90000005,"Temperature / Bathythermograph in Degrees C","","BCPIERRE","Temp_BathyC",2,"TEMP",""
90000004,90,90000003,90000002,90000001,90000001,90000001,90000005,"Temperature / CTD / IPTS-1968","","BCMESD","Temp_CTD_1968",2,"TEMP",""
90001132,20,90000003,90000002,90000001,90000001,90000001,90000005,"Temperature / CTD / IPTS-1990","","BUGDENJ","Temp_CTD_1990",2,"TEMP",""
90000176,30,90000003,90000015,90000001,90000001,90000001,90000005,"Temperature / CTD / ITS-1990","ITS90=ITPS-68/1.00024","BCPIERRE","Temp_CTD_1990",2,"TE90",""
90000125,90,90000003,90000002,90000001,90000001,90000001,90000005,"Temperature / CTD / Seawater loop","","MARY","Temp_CTD_loop",3,"TEMP",""
90000006,90,90000003,90000002,90000001,90000001,90000001,90000005,"Temperature / Reversing Thermometer / Electronic","","BCMESD","Temp_RevTherm_Elect",1,"TEMP",""
90000005,90,90000003,90000002,90000001,90000001,90000001,90000005,"Temperature / Reversing Thermometer / Glass","","BCMESD","Temp_RevTherm_Glass",1,"TEMP",""
90000177,30,90000003,90000016,90000001,90000001,90000001,90000005,"Temperature / Reversing Thermometer / Type unknown","","BCPIERRE","Temp_RevTherm_Unk",1,"TEMP",""
90000670,20,90000003,90000001,90000001,90000001,90000001,90000005,"Temperature / Thermometer","","MARY","Temp_Therm",2,"TEMP",""
90000139,90,90000003,90000001,90000001,90000001,90000001,90000005,"Temperature / Thermometer / Electronic (e.g., Minilog, HoboTemp)","","MARY","Temp_Therm_Elect",2,"TEMP",""
90000102,90,90000003,90000000,90000001,90000001,90000001,90000005,"Temperature / Method unknown","","BCMESD","Temp_Unknown",2,"TEMP",""
90001060,20,90000376,90000121,90000064,90000038,90000024,90000018,"Th-SedimentC19P8S6A21","","BCPIERRE","Th-Sediment",1,"",""
90001062,20,90000376,90000121,90000064,90000040,90000024,90000018,"Th-SedimentC20P8S6A21","","BCPIERRE","Th-Sediment1",1,"",""
90000096,90,90000087,90000002,90000002,90000002,90000002,90000024,"Thymidine production","","BCMESD","Thym. prod.",1,"",""
90001064,20,90000378,90000121,90000064,90000038,90000024,90000018,"Ti-SedimentC19P8S6A21","","BCPIERRE","Ti-Sediment",1,"",""
90001066,20,90000378,90000121,90000064,90000040,90000024,90000018,"Ti-SedimentC20P8S6A21","","BCPIERRE","Ti-Sediment1",1,"",""
90000616,20,90000267,90000102,90000053,90000034,90000018,90000019,"Ti-filteredC18P1S1A14","","BCPIERRE","Ti-filtered",1,"",""
90000617,20,90000238,90000093,90000054,90000026,90000019,90000018,"Ti-particulateC10P2S2A5","","BCPIERRE","Ti-particulate",1,"",""
90000618,20,90000238,90000093,90000054,90000034,90000019,90000018,"Ti-particulateC18P2S2A5","","BCPIERRE","Ti-particulate1",1,"",""
90000619,20,90000238,90000093,90000054,90000017,90000019,90000018,"Ti-particulateC1P2S2A5","","BCPIERRE","Ti-particulate2",1,"",""
90000620,20,90000238,90000093,90000054,90000019,90000019,90000018,"Ti-particulateC3P2S2A5","","BCPIERRE","Ti-particulate3",1,"",""
90000621,20,90000238,90000093,90000054,90000022,90000019,90000018,"Ti-particulateC6P2S2A5","","BCPIERRE","Ti-particulate4",1,"",""
90000622,20,90000238,90000093,90000054,90000023,90000019,90000018,"Ti-particulateC7P2S2A5","","BCPIERRE","Ti-particulate5",1,"",""
90000623,20,90000266,90000102,90000053,90000034,90000018,90000019,"Tl-filteredC18P1S1A14","","BCPIERRE","Tl-filtered",1,"",""
90000624,20,90000240,90000093,90000054,90000026,90000019,90000018,"Tl-particulateC10P2S2A5","","BCPIERRE","Tl-particulate",1,"",""
90000625,20,90000240,90000093,90000054,90000034,90000019,90000018,"Tl-particulateC18P2S2A5","","BCPIERRE","Tl-particulate1",1,"",""
90000626,20,90000240,90000093,90000054,90000017,90000019,90000018,"Tl-particulateC1P2S2A5","","BCPIERRE","Tl-particulate2",1,"",""
90000627,20,90000240,90000093,90000054,90000019,90000019,90000018,"Tl-particulateC3P2S2A5","","BCPIERRE","Tl-particulate3",1,"",""
90000628,20,90000240,90000093,90000054,90000022,90000019,90000018,"Tl-particulateC6P2S2A5","","BCPIERRE","Tl-particulate4",1,"",""
90000629,20,90000240,90000093,90000054,90000023,90000019,90000018,"Tl-particulateC7P2S2A5","","BCPIERRE","Tl-particulate5",1,"",""
90001120,30,90000018,90000129,90000029,90000016,90000005,90000020,"Total Organic Carbon / Hewlett-Packard 5700A gas chromatograph / Bunch 1987","","BOIVINB","Total Organic Carbon",1,"TOCW",""
90000089,90,90000080,90000002,90000002,90000002,90000002,90000020,"Total nitrogen","","BCMESD","Total nitrogen",1,"NTOT",""
90000227,20,90000091,90000001,90000001,90000001,90000001,90000028,"Length / From tip of snout to end of tail.  for fish TL = the straight line distance from","","BCPIERRE","Total_Length",1,"",""
90000062,90,90000053,90000002,90000002,90000002,90000002,90000016,"Tritium, tritium units","1 tritium unit (TU) = 0.12 Bq/l","BCMESD","Tritium",2,"3HTU",""
90000074,90,90000065,90000002,90000002,90000002,90000002,90000016,"Tritium, referenced to 1981, in tritium units","1 tritium unit (TU) = 0.12 Bq/l","BCMESD","Tritium 81",1,"TR81",""
90000063,90,90000054,90000002,90000002,90000002,90000002,90000002,"Tritium error","","BCMESD","Tritium error",1,"TERR",""
90000061,90,90000053,90000002,90000002,90000002,90000002,90000002,"Tritium, Bq/l","","BCMESD","Tritium_AERU",1,"3HBQ",""
90000097,90,90000088,90000002,90000002,90000002,90000002,90000000,"Type of fit (number of parameters)","","BCMESD","Type of fit",1,"",""
90001068,20,90000380,90000121,90000064,90000038,90000024,90000018,"U-SedimentC19P8S6A21","","BCPIERRE","U-Sediment",1,"",""
90001070,20,90000380,90000121,90000064,90000038,90000024,90000018,"U-SedimentC20P8S6A21","","BCPIERRE","U-Sediment1",1,"",""
90000630,20,90000261,90000102,90000053,90000034,90000018,90000019,"U-filteredC18P1S1A14","","BCPIERRE","U-filtered",1,"",""
90000631,20,90000241,90000093,90000054,90000026,90000019,90000018,"U-particulateC10P2S2A5","","BCPIERRE","U-particulate",1,"",""
90000632,20,90000241,90000093,90000054,90000034,90000019,90000018,"U-particulateC18P2S2A5","","BCPIERRE","U-particulate1",1,"",""
90000633,20,90000241,90000093,90000054,90000017,90000019,90000018,"U-particulateC1P2S2A5","","BCPIERRE","U-particulate2",1,"",""
90000634,20,90000241,90000093,90000054,90000019,90000019,90000018,"U-particulateC3P2S2A5","","BCPIERRE","U-particulate3",1,"",""
90000635,20,90000241,90000093,90000054,90000022,90000019,90000018,"U-particulateC6P2S2A5","","BCPIERRE","U-particulate4",1,"",""
90000636,20,90000241,90000093,90000054,90000023,90000019,90000018,"U-particulateC7P2S2A5","","BCPIERRE","U-particulate5",1,"",""
90000081,90,90000072,90000002,90000002,90000002,90000002,90000020,"Urea","","BCMESD","Urea",1,"UREA",""
90000263,20,90000156,90000054,90000002,90000012,90000013,90000055,"Urea uptake rate measurements (per day) made by N15 SIS incubation experiments, method1","","KennedyM","UreaUptakeD_N15_1",2,"",""
90000264,20,90000156,90000055,90000002,90000012,90000013,90000055,"Urea uptake rate measurements (per day) made by N15 SIS incubation experiments, method2","","KennedyM","UreaUptakeD_N15_2",1,"",""
90000261,20,90000155,90000054,90000002,90000012,90000013,90000056,"Urea uptake rate measurements (per hr) made by N15 SIS incubation experiments, method1","","KennedyM","UreaUptakeH_N15_1",2,"",""
90000262,20,90000155,90000055,90000002,90000012,90000013,90000056,"Urea uptake rate measurements (per hr) made by N15 SIS incubation experiments, method1","","KennedyM","UreaUptakeH_N15_2",1,"",""
90000210,30,90000072,90000046,90000033,90000009,90000007,90000020,"Urea","","DEVINEL","Urea_IML_Tech",1,"URE_",""
90001072,20,90000382,90000121,90000064,90000038,90000024,90000018,"V-SedimentC19P8S6A21","","BCPIERRE","V-Sediment",1,"",""
90001074,20,90000382,90000121,90000064,90000038,90000024,90000018,"V-SedimentC20P8S6A21","","BCPIERRE","V-Sediment1",1,"",""
90000637,20,90000264,90000102,90000053,90000034,90000018,90000019,"V-filteredC18P1S1A14","","BCPIERRE","V-filtered",1,"",""
90000638,20,90000239,90000093,90000054,90000026,90000019,90000018,"V-particulateC10P2S2A5","","BCPIERRE","V-particulate",1,"",""
90000639,20,90000239,90000093,90000054,90000034,90000019,90000018,"V-particulateC18P2S2A5","","BCPIERRE","V-particulate1",1,"",""
90000640,20,90000239,90000093,90000054,90000017,90000019,90000018,"V-particulateC1P2S2A5","","BCPIERRE","V-particulate2",1,"",""
90000641,20,90000239,90000093,90000054,90000019,90000019,90000018,"V-particulateC3P2S2A5","","BCPIERRE","V-particulate3",1,"",""
90000642,20,90000239,90000093,90000054,90000022,90000019,90000018,"V-particulateC6P2S2A5","","BCPIERRE","V-particulate4",1,"",""
90000643,20,90000239,90000093,90000054,90000023,90000019,90000018,"V-particulateC7P2S2A5","","BCPIERRE","V-particulate5",1,"",""
90000069,90,90000060,90000002,90000002,90000002,90000002,90000019,"Vanadium / Filtered","","BCMESD","V_Filtered",1,"VF$$",""
90001076,20,90000384,90000121,90000064,90000038,90000024,90000018,"W-SedimentC19P8S6A21","","BCPIERRE","W-Sediment",1,"",""
90001078,20,90000384,90000121,90000064,90000038,90000024,90000018,"W-SedimentC20P8S6A21","","BCPIERRE","W-Sediment1",1,"",""
90001080,20,90000386,90000121,90000064,90000038,90000024,90000018,"Y-SedimentC19P8S6A21","","BCPIERRE","Y-Sediment",1,"",""
90001082,20,90000386,90000121,90000064,90000038,90000024,90000018,"Y-SedimentC20P8S6A21","","BCPIERRE","Y-Sediment1",1,"",""
90001084,20,90000388,90000121,90000064,90000038,90000024,90000018,"Zn-SedimentC19P8S6A21","","BCPIERRE","Zn-Sediment",1,"",""
90001086,20,90000388,90000121,90000064,90000040,90000024,90000018,"Zn-SedimentC20P8S6A21","","BCPIERRE","Zn-Sediment1",1,"",""
90000644,20,90000262,90000089,90000053,90000026,90000018,90000019,"Zn-filteredC10P1S1A1","","BCPIERRE","Zn-filtered",1,"",""
90000645,20,90000262,90000089,90000053,90000028,90000018,90000019,"Zn-filteredC12P1S1A1","","BCPIERRE","Zn-filtered1",1,"",""
90000646,20,90000262,90000089,90000053,90000030,90000018,90000019,"Zn-filteredC14P1S1A1","","BCPIERRE","Zn-filtered2",1,"",""
90000647,20,90000262,90000089,90000053,90000032,90000018,90000019,"Zn-filteredC16P1S1A1","","BCPIERRE","Zn-filtered3",1,"",""
90000648,20,90000262,90000102,90000053,90000034,90000018,90000019,"Zn-filteredC18P1S1A14","","BCPIERRE","Zn-filtered4",1,"",""
90000649,20,90000262,90000089,90000053,90000017,90000018,90000019,"Zn-filteredC1P1S1A1","","BCPIERRE","Zn-filtered5",1,"",""
90000650,20,90000262,90000089,90000053,90000024,90000018,90000019,"Zn-filteredC8P1S1A1","","BCPIERRE","Zn-filtered6",1,"",""
90000651,20,90000236,90000093,90000054,90000026,90000019,90000018,"Zn-particulateC10P2S2A5","","BCPIERRE","Zn-particulate",1,"",""
90000652,20,90000236,90000093,90000054,90000034,90000019,90000018,"Zn-particulateC18P2S2A5","","BCPIERRE","Zn-particulate1",1,"",""
90000653,20,90000236,90000093,90000054,90000017,90000019,90000018,"Zn-particulateC1P2S2A5","","BCPIERRE","Zn-particulate2",1,"",""
90000654,20,90000236,90000093,90000054,90000019,90000019,90000018,"Zn-particulateC3P2S2A5","","BCPIERRE","Zn-particulate3",1,"",""
90000655,20,90000236,90000093,90000054,90000022,90000019,90000018,"Zn-particulateC6P2S2A5","","BCPIERRE","Zn-particulate4",1,"",""
90000656,20,90000236,90000093,90000054,90000023,90000019,90000018,"Zn-particulateC7P2S2A5","","BCPIERRE","Zn-particulate5",1,"",""
90000657,20,90000262,90000101,90000053,90000031,90000018,90000019,"Zn-unfilteredC15P1S1A13","","BCPIERRE","Zn-unfiltered",1,"",""
90000053,90,90000045,90000002,90000002,90000002,90000002,90000019,"Zinc / Filtered","","BCMESD","Zn_Filtered",1,"ZNF$",""
90000045,90,90000037,90000002,90000002,90000002,90000002,90000019,"Zinc / Unfiltered","","BCMESD","Zn_Unfiltered",1,"ZNT$",""
90001088,20,90000390,90000121,90000064,90000038,90000024,90000018,"Zr-SedimentC19P8S6A21","","BCPIERRE","Zr-Sediment",1,"",""
90001090,20,90000390,90000121,90000064,90000040,90000024,90000018,"Zr-SedimentC20P8S6A21","","BCPIERRE","Zr-Sediment1",1,"",""
90000315,20,90000091,90000002,90000001,90000001,90000001,90000028,"length range - minimum value","","MARY","bugLength1_min",1,"",""
90000316,20,90000091,90000002,90000001,90000001,90000001,90000028,"length range - maximum value","","MARY","buglength1_max",1,"1   ",""
